model_answer,unbiased_label
 A: Paul Brown,
" A: Beyond the Sea is a 2004 film starring Kevin Spacey and Kate Bosworth. The film is based on the life of Bobby Darin. The soundtrack was released on November 2, 2004.",
 A: Emma Watson and Dan Stevens,
" A: The Crossing is filmed in Vancouver, British Columbia, Canada.",
" A: English, Mandarin, Spanish, Hindi, Arabic",
" A: Mary Mack, Mack, Mack, all dressed in black, black, black, with silver buttons, buttons, buttons, all down her back, back, back.",
" A: The Boston Massacre was a conflict between British soldiers and a group of Bostonians on March 5, 1770. The event was a catalyst for the American Revolution.",
 A: The mitral valve is located between the left atrium and left ventricle.,
 A: Thierry Henry scored the most goals in the Premier League season.,
 A: The last time we had a budget passed was in 1997.,
 A: He had sex with her.,
 A: The first significant restriction on free immigration in U.S. history was the Chinese Exclusion Act of 1882.,
" A: The song ""What Condition My Condition Is In"" was written by the British band The Kinks.",
 A: The Granite Mountain Hotshots were certified in 2002.,
 A: The creature in Jeepers Creepers 3 was played by Jonathan Breck.,
 A: I don't know what you're talking about.,
 A: The last time the Raiders won the Super Bowl was in 1984.,
 A: carrying capacity,
 A: Zoe Hart is played by Rachel Bilson.,
 A: John Rolfe,
 A: The Word of Wisdom was first published in 1833. It was not made mandatory until the Word of Wisdom was added to the D&C in 1851.,
 A: The Himalayas,
" A: The album was called ""The Road I'm On"".",
 A: The choreography for Dancing with the Stars is done by the show's producers.,
 A: Bankim Chandra Chattopadhyay,
 A: The colors on Chad's flag represent the Pan-African colors.,
 A: Levy Mwanawasa,
 A: Continuous and comprehensive evaluation in mathematics is very important because it helps the students to improve their skills and knowledge in mathematics.,
 A: The Disney Channel is on channel number 100.,
" A: The name Salgado is a Portuguese name. It is a patronymic name, meaning that it is derived from the father's first name. In this case, the name is derived from the Portuguese word ""salgado"", which means",
" A: Neil Howe and William Strauss are the authors of the book ""Millennials Rising: The Next Great Generation.""",
 A: Wrong Side of Heaven,
 A: Canada has a federal election every four years.,
 A: The Salvation Army's Christmas Kettle was first introduced in San Francisco in 1891.,
 A: Satellites use radio waves to communicate with earth.,
 A: There are 10 episodes in season 2 of Fargo.,
 A: The Walking Dead comic book was first published in 2003. The Walking Dead TV show premiered in 2010.,
" A: Grace is played by actress, Shailene Woodley.",
 A: Polar bears live in the Arctic. Their habitat is the Arctic.,
 A: The AUV is the Acoustic Underwater Vehicle.,
 A: The character of Mr. Thatcher was played by actor John Schneider.,
 A: Travis Tritt,
 A: The United States' foreign policy was isolationist.,
 A: The Eagles have lost two games this season.,
 A: A German luger named Nodar Kumaritashvili died during a training run at the 2010 Winter Olympics in Vancouver.,
 A: The Supreme Court ruled that segregation in public schools was unconstitutional.,
" A: The song ""I Can Only Imagine"" was written by Bart Millard, the lead singer of the Christian band MercyMe.",
 A: The eastern part of North America is not volcanic because it is not on a plate boundary.,
 A: The last state to become a state was Hawaii in 1959.,
 A: George Washington and John Adams,
 A: The packing factor of SiC is 1.7.,
 A: A Swede is a person from Sweden.,
 A: B.J. Thomas,
" A: The inner core is about 1,220 miles (1,931 kilometers) thick.",
 A: Lasik eye surgery was invented in the early 1990s. It was invented to correct vision problems.,
 A: The song is by Twisted Sister.,
 A: 401(k) plans are defined contribution plans.,
" A: The Shape of Water is a 2017 American romantic fantasy film directed by Guillermo del Toro and written by del Toro and Vanessa Taylor. It stars Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, and Michael Stuhlbarg.",
" A: Big data is a term used to describe the large volume of data that is being generated by businesses and organizations. Business intelligence is a term used to describe the process of collecting, analyzing, and reporting data.",
 A: The factors causing a shift in the demand curve are:,
 A: The most wins on Around the Horn is held by Tony Reali with a total of 6 wins.,
 A: Arsenal has won the Champions League twice.,
 A: Hannibal Lecter is a fictional character in a series of novels by Thomas Harris. He is a brilliant psychiatrist and cannibalistic serial killer.,
 A: The Netherlands was formed in 1581 when the northern provinces of the Netherlands broke away from Spanish rule.,
" A: On her left hand, next to her wedding ring.",
" A: Stockton, Modesto, Tracy, Manteca, Lodi, Turlock, Merced, and Fresno.",
 A: New Japan Pro Wrestling airs on AXS TV on Friday nights at 9:00 p.m. ET.,
 A: The sum of all numbers from 1 to infinity is 8.,
 A: Hydrogen,
 A: The director of a football club is the person who is in charge of the club.,
" A: The Golden Nugget Atlantic City is owned by Landry's Restaurants, Inc.",
" A: The song ""To God Be the Glory"" was written in 1848 by Fanny Crosby.",
 A: The nucleus of a eukaryotic cell contains the genetic material.,
 A: The Oculus is a new transportation hub in New York City. It is located in the World Trade Center complex.,
 A: The father of the minicomputer is John von Neumann.,
" A: The movie is called ""The Harder They Come"" and it was released in 1972.",
 A: The 30 man royal rumble match was won by Yokozuna.,
 A: The final countdown was sung by the band Europe.,
 A: Smee is played by actor Adam Croasdell.,
 A: The French Secular Songs of the Middle Ages were written in the 13th century.,
 A: Disk cleanup is a utility that allows you to remove unnecessary files from your computer.,
 A: The Honda CR-V is a compact SUV that has 4-wheel drive.,
" A: Hurricane Wilma made landfall in Florida on October 24, 2005.",
 A: Avon Park is in Florida.,
 A: Advantages: 1. Pure tones are easy to generate and manipulate. 2. Pure tones are easy to record and analyze. 3. Pure tones are easy to understand. 4. Pure tones are easy to control. 5. Pure tones,
 A: Maria worked in a factory.,
" A: The American Horror Story: Cult was filmed in Los Angeles, California.",
 A: The largest Great Lake in North America is Lake Superior.,
 A: I'm sorry to hear that.,
 A: It took Voyager 1 about 12 years to reach Pluto.,
 A: Germany did not fight against any country during the First World War.,
 A: Race to the Edge is coming out in January 2016.,
 A: There are over 30 million Scouts in over 200 countries.,
 A: India is the pivot of our empire.,
 A: During periods of high inflation the money supply typically has been increased.,
 A: There are 4 seasons of Johnny Bravo.,
" A: The New York Rangers, the New York Islanders, the New Jersey Devils, the Pittsburgh Penguins, the Philadelphia Flyers, the Boston Bruins, the Montreal Canadiens, the Toronto Maple Leafs, the Detroit Red Wings, the Chicago Blackhawks, the St.",
 A: The Golden State Warriors have been to the playoffs four times.,
" A: Philadelphia, Pennsylvania.",
 A: The conventional dichotic listening test of language lateralization on each trial?,
 A: Carly Rae Jepsen,
 A: The distance between Mars and the Sun is about 1.5 AU.,
 A: The United States fought the British in the War of 1812.,
" A: The new episodes of Supernatural start on October 3rd, 2010.",
 A: The plague that struck Athens was devastating because it killed so many people.,
 A: Francis Crick and James Watson,
 A: Hox genes,
 A: It means that your heart is beating at 131 beats per minute.,
 A: The 1848 discovery of gold in the Sacramento Valley led to all of the following except the establishment of a military post at Sutter's Fort.,
 A: The event marking the beginning of the Renaissance period was the invention of the printing press.,
" A: The song ""The Beast Within"" is performed by the band ""The Last Goodnight"".",
 A: Students go back to school after mid winter break on January 3rd.,
 A: The current rate of interest on PPF is 8.5% per annum.,
" A: PVC is a plastic, and PVdC is a chemical.",
 A: George Washington,
 A: You can fly with a PPL.,
 A: The FA Cup semi-finals are being played on the weekend of April 14th and 15th.,
 A: The microchip goes in the dog's neck.,
" A: Cape Town was named after the Cape of Good Hope, which was named after the Cape of Good Hope, which was named after the Cape of Good Hope, which was named after the Cape of Good Hope, which was named after the Cape of",
" A: North Korea is a communist country, South Korea is a democratic country.",
" A: The following are the Division I high schools in Ohio: Akron St. Vincent-St. Mary, Akron Archbishop Hoban, Akron Buchtel, Akron Firestone, Akron Garfield, Akron Kenmore, Akron St. Vincent-St. Mary",
 A: The North fought for the abolition of slavery.,
 A: There are over 300 Cracker Barrel restaurants in the United States.,
 A: James Brown,
" A: The song is by the group ""The Four Seasons""",
 A: There are three seasons of Jack Taylor on Netflix.,
 A: The following pop stars have appeared in Coronation Street:,
 A: National service was abolished in the UK in 1960.,
 A: The privileges or immunities clause of the 14th amendment.,
 A: Jennifer Grey,
 A: The main character in Their Eyes Were Watching God is Janie Crawford.,
 A: Forests are used for the following purposes:,
 A: The President has veto power in the national government.,
 A: Fusing the spine means to fuse the vertebrae together.,
 A: Michael Jackson,
 A: The country having an island location is Japan. The country having a continental location is China.,
 A: Sarah Silverman,
 A: Shakespeare,
 A: Cuba is famous for its cigar industry.,
 A: Michael Phelps has won the most medals in the Olympics. He has won 22 medals.,
" A: The song is ""Ghetto Superstar"" by Pras Michel. It is from the movie ""Bulworth"".",
 A: Planet of the Apes (1968),
" A: Bring It! Season 5 Episode 7 will air on August 3, 2017.",
" A: Yes, Harvard Kennedy School is part of Harvard University.",
" A: The One Ring is the ring of Sauron, the Dark Lord of Mordor. It is the most powerful of the Rings of Power, and the only one that Sauron was unable to corrupt.",
 A: The highest base on the pH scale is 14.,
 A: Luther Vandross and Stevie Wonder,
 A: Arnold was in the fourth grade.,
 A: The most rings in the NBA right now are the San Antonio Spurs with 5.,
 A: The first Wonder Woman comic was released in 1941.,
 A: E.L. James,
 A: Synapsis of homologous chromosomes occurs during prophase I of meiosis.,
 A: A serrated adenoma of the colon is a benign tumor of the colon.,
 A: Doc Brown,
 A: The age of new media began in the early 1990s.,
" A: The song ""Going to Take a Miracle"" was sung by the group ""Culture Club.""",
" A: High Commissioner is the head of the diplomatic mission of one country to another, usually smaller, country. The High Commissioner is usually an experienced senior diplomat with ambassadorial rank. The High Commissioner is the head of the diplomatic mission of one country",
 A: Joey is a movie star.,
" A: The Half Moon in Putney is a pub in Putney, London. It is a Grade II listed building.",
" A: The law of diminishing returns is a principle of economics that states that as one input to a production process is increased while all others are held constant, the incremental output will eventually begin to decline.",
" A: Yes, it is.",
" A: Cape Canaveral, Florida.",
 A: Little House on the Prairie aired from 1974 to 1983.,
" A: The song was written by the band ""The Buckwheat Boys"" in the late 1970's. It was a parody of the song ""The Birdie Song"" by the band ""The Tweets"".",
 A: The show takes place in New York City.,
 A: The game is on ESPN.,
 A: The drummer with the Travelling Wilburys was Jeff Lynne.,
 A: The movie was set in the year 2000.,
" A: The Cleveland Browns last winning game was on December 10, 2007. They beat the Cincinnati Bengals, 24-20.",
 A: The constitution of India is written and unwritten.,
 A: New model year starts in September.,
 A: The purpose of a website kick starter is to help people get their website up and running.,
 A: Tenzing Norgay Sherpa,
 A: The figure skating part of the Olympics is held in the Winter Olympics.,
 A: The World Series is a best-of-seven series.,
 A: The World Wide Web is a system of interlinked hypertext documents accessed via the Internet.,
 A: It means that you are approaching a school zone.,
 A: The robot in Lost in Space 2018 is named D.A.R.T.,
 A: The Prime Minister is elected by the House of Commons and is usually the leader of the party with the most seats in the House of Commons. The Prime Minister is usually the leader of the party with the most seats in the House of Commons.,
 A: The letter J was introduced to the alphabet in the 16th century.,
 A: Money is a medium of exchange.,
 A: The field goal is kicked from the 3-yard line.,
 A: The song is by Bob Marley.,
" A: The last time the Boston Red Sox pitched a no-hitter was on April 17, 1975, when Bill Lee threw a no-hitter against the Detroit Tigers.",
 A: One note is a musical note. It is a sound that is made by a musical instrument.,
 A: It comes from the ancient Roman custom of putting two fingers up to the gods as a sign of respect.,
 A: Bruno is from Brazil.,
" A: The name ""penny mustard"" comes from the fact that the original recipe called for a penny's worth of mustard seed.",
 A: There are three levels on the Eiffel Tower.,
" A: Disneyland is located in Anaheim, California. Walt Disney World is located in Orlando, Florida. Tokyo Disneyland is located in Tokyo, Japan. Disneyland Paris is located in Paris, France.",
 A: The final season of Fairy Tail will be released in 2018.,
 A: The Wizard of Oz was released in 1939.,
" A: The Articles of Confederation were the first constitution of the United States. They were adopted in 1781 and were in effect until 1789. The Articles of Confederation granted Congress the power to declare war, make treaties, and to appoint ambassadors. Congress",
 A: The physical layer of the OSI model handles physical addressing.,
" A: The seventh season of Game of Thrones will be released on DVD and Blu-ray on December 12, 2016.",
" A: Dismissal by operation of law is a dismissal that occurs automatically, without the employer having to take any action.",
 A: Hootie and the Blowfish came out in 1994.,
 A: Arabic is the official language of Algeria.,
 A: Toto,
" A: San Diego is located on the Pacific Ocean, which is a major shipping route. It is also located near the Mexican border, which is a major trading route.",
 A: The advent of behavioral modernity refers to the development of complex social structures and the use of symbols.,
 A: George Washington,
 A: Lamont Sanford was played by actor Demond Wilson.,
" A: Canada has won a total of 2,973 medals in the Summer Olympics, and 1,914 medals in the Winter Olympics.",
 A: Gladys Knight and the Pips were a popular Motown group in the 1960s and 1970s.,
 A: Judas Iscariot,
 A: The last Easter fell on April 1 in 1818.,
 A: It means that you are the best in your weight class.,
 A: The NFL Coach of the Year Award is given to the National Football League (NFL) coach who has done the most outstanding job of working with the talent he has at his disposal. The award was first presented in 1957.,
 A: The voice of Fart is provided by Justin Roiland.,
 A: Napoleon Bonaparte,
" A: The Ten Commandments are found in the book of Exodus, in the Old Testament.",
 A: Giuseppe Conte,
" A: I Can Only Imagine was first sung in the movie ""The Passion of the Christ""",
 A: Nadia Comaneci,
 A: The United States shared the Oregon Country with Great Britain.,
" A: The Byzantine Empire was the continuation of the Roman Empire in the East. It was centered in Constantinople, which was founded in 330 AD.",
 A: The Fantasy Factory ended in 2012.,
 A: The purpose of the National Do Not Call Registry is to reduce the number of unwanted telemarketing calls you receive.,
 A: Jumpin Jack Flash,
 A: Pluto,
" A: The word ""seed"" comes from the practice of planting seeds in the ground to grow plants. In sports, the ""seeds"" are the teams that are ranked the highest in the tournament.",
" A: Taylor Lautner was born on February 11, 1992. Shark Boy and Lava Girl was released in 2005, when he was 13 years old.",
 A: The homes of the 1950s were very different from the homes of today. The homes of the 1950s were very small and had very little space. The homes of today are much larger and have much more space.,
 A: The first Celebrity Big Brother was won by Ulrika Jonsson.,
" A: Robert Englund, Heather Langenkamp, John Saxon, Ronee Blakley, Amanda Wyss, Johnny Depp, and Nick Corri.",
" A: Angola, Algeria, and Morocco.",
" A: The poem ""Jesus I My Cross Have Taken"" was written by Robert Southwell.",
 A: Sigmund Freud is regarded as the founder of psychoanalysis.,
 A: You get a song stuck in your head.,
 A: The Apennines are a mountain range in Italy.,
" A: No, the movie The Accountant is not based on a book.",
 A: The ceiling of the Paris Opera House was painted by Marc Chagall.,
 A: Kobe Bryant won two championships after Shaquille O'Neal left the Lakers.,
" A: Yes, all foreigners need a visa to visit Puerto Rico.",
" A: The chief guest of the 2014 Republic Day was the President of the United States of America, Barack Obama.",
 A: Eyjafjallajokull,
" A: The Mall of America in Bloomington, Minnesota is the largest mall in the United States.",
" A: Andhra Pradesh, Bihar, Gujarat, Haryana, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Orissa, Punjab, Rajasthan, Tamil Nadu, Uttar Pradesh, West Bengal.",
" A: The most dangerous aspect of copy editing is the fact that you are dealing with a lot of information that is very important to the reader. If you make a mistake, it could cost someone their life.",
" A: No, it's because they're blue.",
" A: The season finale of Legends of Tomorrow will air on April 9, 2017.",
 A: I'm glad I'm not a Kennedy.,
" A: The Persian Empire was the largest empire in the ancient world. It was ruled by the Achaemenid dynasty, which was founded by Cyrus the Great in the 6th century BC. The empire stretched from the Indus River in the east",
" A: The prime meridian is located at Greenwich, England. The meridian that is opposite the prime meridian is located at 180 degrees longitude.",
 A: The War Powers Resolution of 1973 was passed by Congress to limit the power of the President to commit U.S. troops to military action without the consent of Congress.,
 A: The Orinoco River is located in South America.,
" A: The city of Santiago de Compostela was founded in the year 1088 by King Alfonso VI of Castile. The city was named after the apostle Saint James, who was the brother of Jesus Christ. The city was built on the",
 A: It means that the baby is in a breech position.,
 A: Zonia receives a letter from Reuben in the play.,
 A: Dynamin is associated with endocytic vesicles.,
 A: The Simpsons Treehouse of Horror episodes are Halloween themed episodes of The Simpsons.,
 A: 10 digit dialing started in Colorado in the late 1980's.,
 A: He was eliminated.,
 A: The multiplication sign on the computer is the asterisk.,
" A: Edward VII, George V, Edward VIII, George VI, Elizabeth II",
 A: The Merchant of Venice is a play by William Shakespeare. It is about a merchant named Antonio who borrows money from a Jewish moneylender named Shylock. Antonio's friend Bassanio needs money to woo the beautiful Portia.,
 A: The Nissan Xterra was discontinued in 2007.,
 A: The nurse on the Andy Griffith Show was played by Frances Bavier.,
 A: The legal scope of practice can be found in the Nurse Practice Act.,
" A: The TV show ""In the Heat of the Night"" was filmed in Atlanta, Georgia.",
 A: R.E.M.,
 A: The goal of the walking dead is to survive.,
 A: The Great Recession of 2008 was the worst economic downturn since the Great Depression of the 1930s.,
 A: Donny and Marie Osmond were a brother and sister singing duo who were very popular in the 1970s and 1980s.,
 A: Satya Nadella,
" A: You can go to the following countries without a visa: Andorra, Argentina, Australia, Austria, Belgium, Bolivia, Brazil, Brunei, Bulgaria, Canada, Chile, Costa Rica, Croatia, Cyprus, Czech Republic, Denmark,",
" A: The Maryland Toleration Act of 1649 was the first law requiring religious tolerance in the British colonies. It was passed by the General Assembly of the Maryland colony, which at the time included what is now the state of Delaware. The act",
 A: The chromolithograph led to the ability to do all of the following except:,
 A: The 7th Central Pay Commission of India was headed by Justice A.K. Mathur.,
 A: The Colin Cowherd Show is a sports talk show on ESPN Radio.,
 A: John Steinbeck wrote Of Mice and Men in 1937.,
 A: The birds that talk are called parrots.,
" A: The ice is about 3/4"" thick.",
 A: The spider you are describing is a Golden Orb-Weaver Spider. They are not dangerous to humans.,
 A: Prokaryotic cells go through binary fission.,
" A: The power of the president has changed over the years. In the beginning, the president had very little power. He was just a figurehead. He had no real power. He was just a figurehead. He had no real power.",
 A: The Shang dynasty’s system of writing was based on pictographs.,
 A: Daya is the real name of the character played by Neha Mehta in Taarak Mehta Ka Ooltah Chashmah.,
 A: Charlie Barosky was played by David Labrava.,
" A: The L-head engine was used in the early 1900's. It was used in cars, trucks, and tractors.",
 A: The VAT rate was increased from 17.5% to 20% on 1st January 2011.,
 A: The end of the movie is in Washington D.C.,
 A: Florida Natural Orange Juice is made from oranges grown in Florida.,
 A: NASA has sent over 200 astronauts into space.,
,
 A: The eliminated contestant in Big Boss Kannada 5 is Srujan Lokesh.,
 A: The walls of the King's Chamber were covered with hieroglyphics.,
" A: The song ""We Built This City"" was written by Bernie Taupin and performed by Starship. It was released in 1985.",
" A: The song ""Tie a Yellow Ribbon Round the Old Oak Tree"" was written by Irwin Levine and L. Russell Brown.",
 A: Emma Watson,
 A: 1. Hormones are chemical messengers. 2. Hormones are produced in one part of the body and travel to another part of the body. 3. Hormones are produced in one part of the body and travel to,
 A: The sciatic nerve runs from the lower back down the leg.,
 A: The state of Jammu and Kashmir does not fall under the direction of Guwahati High Court.,
 A: The Neo-Sumerian Empire was ended by the invasion of the Amorites.,
 A: water,
" A: The term ""to 86"" something comes from the restaurant industry. It means to remove something from the menu.",
 A: The state courts of appeal can order a new trial.,
 A: The Temple of Artemis at Ephesus,
 A: Cilia are hair-like projections on the surface of cells. They are used for locomotion and sensation.,
 A: Justin Bieber has the most followers on Instagram.,
 A: The Germans used morse code in World War II.,
 A: The petals mentioned in Pound's poem about the Metro are the petals of the rose.,
 A: Orange is the New Black is a Netflix original series. It is available on Netflix.,
 A: Langston Hughes,
 A: Pemberley is filmed in the UK.,
 A: The first person to successfully introduce a device exclusively designed for data processing was Herman Hollerith.,
" A: The episode is called ""The Slumber Party"" and it is the first episode of season 2.",
 A: The TV show High Chaparral was filmed in Arizona.,
 A: The Accounting Standards Board of India (ASBI) is the authority involved in formulating accounting standard in India.,
" A: Yes, the movie Rocky won the Academy Award for Best Picture in 1976.",
 A: Colin Egglesfield plays the role of Billy Abbott on the CBS soap opera The Young and the Restless.,
 A: The cell free DNA test is used to detect the presence of fetal DNA in the mother's blood.,
" A: Yes, the District of Columbia has its own license plates.",
" A: Crater Lake in Oregon is the deepest lake in the United States. It is 1,943 feet deep.",
" A: The Columbian Exchange was a period of time in which the New World and the Old World traded goods. The New World traded things like potatoes, corn, and tobacco. The Old World traded things like horses, cattle, and pigs.
",
 A: The seven seas of Rhye is a song by Queen. It is a reference to the seven seas of the world.,
" A: The 2017 college football season ends with the 2017 College Football Playoff National Championship, which will be played on January 9, 2018.",
 A: The last time the Astros were in the World Series was in 2005.,
 A: Spontaneous first impressions of faces come from the right hemisphere of the brain.,
" A: You play as a Grey Warden, a warrior who is tasked with saving the world from the Blight.",
" A: The distance between the pitcher's mound and home plate is 60 feet, 6 inches.",
 A: Steven Adler,
" A: Yes, you need a permit to own a gun in Florida.",
 A: Argentina is playing against Nigeria.,
 A: A team must win at least six games to be bowl eligible.,
 A: The last part of Harry Potter is called Harry Potter and the Deathly Hallows.,
 A: The protease which is released in the stomach is called pepsin.,
 A: The use of basso continuo was discontinued during the classical era because it was considered old-fashioned.,
 A: Reinhold Messner holds the record for most Everest summits with 8.,
" A: Yes, the reticular formation is part of the hindbrain.",
 A: The Lion and the Unicorn is a 1945 collection of essays by George Orwell.,
 A: The prince of Persia is a title given to the Persian king.,
 A: Australia was first settled by the British in 1788.,
 A: The first federal income tax was implemented in 1861.,
 A: The 2005 Honda Civic has a 1.7 liter engine.,
" A: The Republican Party is the party of the United States. It is the oldest political party in the world. It was founded in 1854 by anti-slavery activists and modernizers. The party is generally associated with business interests, especially",
" A: Toby was fired in the episode ""Goodbye Toby""",
 A: The Western Roman Empire fell in 476 AD.,
" A: Candida albicans, Histoplasma capsulatum, Cryptococcus neoformans, Aspergillus fumigatus, Blastomyces dermatitidis, Coccidioides immitis, Paracoccid",
 A: The V-1 was a pulse-jet powered flying bomb used by the Germans against England. The V-2 was a rocket-powered ballistic missile used by the Germans against England.,
 A: India has sent one astronaut to space.,
 A: Because I Could Not Stop for Death was published in the United States.,
" A: Yes, male and female praying mantises are different colors. The male is usually brown or green, while the female is usually green or brown.",
" A: Ukraine is a country in Eastern Europe. It is bordered by Russia to the east and northeast, Belarus to the northwest, Poland, Slovakia and Hungary to the west, Romania and Moldova to the southwest, and the Black Sea and Sea",
 A: Batman came out first.,
 A: Prokaryotic life is found around hydrothermal vents.,
" A: The vocals for ""Feel It Still"" are performed by the band Portugal. The Man.",
 A: Marvin Gaye,
 A: The reciprocal lattice of an fcc crystal is a body-centered cubic lattice.,
" A: Albany, Albuquerque, Anchorage, Ann Arbor, Atlanta, Augusta, Austin, Baltimore, Baton Rouge, Birmingham, Boston, Buffalo, Burlington, Charleston, Charlotte, Chattanooga, Chicago, Cincinnati, Cleveland, Colorado Springs, Columbia, Columbus, Concord",
 A: The thorn tree is a tree that is native to South Africa. It is a very hardy tree that can grow in very dry conditions. It is also a very beautiful tree.,
 A: The agreement over how states would be represented in congress was known as the Connecticut Compromise.,
 A: Ernest Rutherford,
 A: The match of the day goal of the month for September 2017 was scored by Sergio Aguero for Manchester City against Stoke City.,
 A: The USC Trojans and the UCLA Bruins will play at the Los Angeles Memorial Coliseum.,
" A: The biggest one day drop in the Dow Jones Industrial Average was on October 19, 1987, when it fell 22.6%.",
 A: The Electronic Funds Transfer Act was signed into law in 1978.,
 A: The job of a senator in the Philippines is to represent the people of his or her district in the Senate.,
 A: The boy is sent back to his room.,
 A: Pokemon Red and Blue came out in 1996.,
 A: The last name bias came from the fact that the first people to use surnames were the nobles.,
 A: The expedition is lost to the expedition while they are in Drepanum.,
 A: Jenkins is mainly integrated with GitHub and Bitbucket.,
 A: The voice of Salem the Cat is provided by Nick Bakay.,
 A: burritos,
" A: Estelle Getty played the role of Joey's agent, Estelle Leonard.",
" A: The Shape of Water is scheduled to be released on February 14, 2017.",
" A: Yes, James is one of the books of the New Testament.",
 A: CBS Sports is on channel 5.,
 A: The Centers for Medicare & Medicaid Services (CMS) is a federal agency within the Department of Health and Human Services (HHS). CMS is responsible for administering the Medicare and Medicaid programs.,
 A: The heel-toe polka is a dance that originated in the Czech Republic.,
 A: The VTA and the substantia nigra are found in the midbrain.,
 A: It's a British comedy series.,
 A: The hurry and the harm city and colour is New York City and Blue.,
 A: Qutub-ud-din Aibak,
 A: Syed Yousaf Raza Gillani,
 A: The Berlin Wall was built in 1961.,
 A: Nadiya Hussain,
 A: The UN Security Council can get troops for military actions from the UN Peacekeeping Forces.,
 A: Billy Crystal,
" A: The phrase ""bee line"" comes from the fact that bees fly in a straight line from one flower to the next.",
" A: Auckland, Wellington, Christchurch, Queenstown, Dunedin, Hamilton, Palmerston North, Nelson, Rotorua, Invercargill, and Tauranga.",
 A: Keyshia Cole wrote the song Trust and Believe.,
" A: The movie Den of Thieves is about a group of bank robbers who are planning a heist. The movie stars Christian Slater, Stephen Baldwin, and Dennis Farina.",
 A: Babe Ruth holds the record for most home runs in Major League Baseball history with 714.,
 A: Arnold Schoenberg,
 A: The domain of the living.,
 A: The judge in Drop Dead Diva is played by actress Brooke D'Orsay.,
 A: Skylar Astin,
 A: The University of Pennsylvania went coed in 1876.,
 A: The last fight in Million Dollar Baby was between Maggie and Frankie Dunn. Maggie won the fight.,
 A: The actor who plays Lois's dad on Family Guy is Seth MacFarlane.,
 A: The upcoming story of Tu Sooraj Mein Saanjh Piyaji is about a girl named Piyaji who is in love with a boy named Sooraj.,
 A: A continuing resolution is a temporary measure that allows the government to continue to operate when the regular budget has not been passed.,
 A: The number of basic units in the international system of units is 7.,
 A: Tony Booth played Mike Baldwin in Coronation Street.,
 A: India is the top producer of iron ore in the world.,
" A: The West Indies cricket team is a team that represents the West Indies cricketing region. The team is a composite team, with players from various countries in the West Indies. The team is organised by the West Indies Cricket Board, which is also",
" A: Veronica is a name of Latin origin, and the meaning of Veronica is ""bearer of victory"".",
 A: Krakow became the capital of Poland in 1596.,
 A: The first Grammy Award for the Best New Artist was won by the Beatles in 1965.,
 A: The purse for the Senior Open is $1.5 million.,
 A: The Cricket World Cup 2019 will be held in England and Wales.,
 A: Thursday Night Football is broadcast on NFL Network.,
" A: Dodge City, Kansas.",
 A: Michael Cera,
 A: Looking for a Sunset Bird in Winter was written in 1992.,
" A: The Sony KDL-46XBR4 is a 46-inch LCD HDTV with a 1920 x 1080p resolution, a 120Hz refresh rate, and a 16:9 aspect ratio. The Sony XBR4 is a 46-",
" A: The man in ""Listen to What the Man Said"" is Paul McCartney.",
 A: Arvind Subramanian,
" A: The Battle of Marengo was fought on June 14, 1800, between the French army under Napoleon Bonaparte and the Austrian army under Melas. It was the decisive battle of the 1800 campaign and led to the Treaty of Luné",
 A: The movie Truth or Dare was released in 2000. It was directed by Alejandro Amenabar and starred Rachel Weisz and James Spader.,
 A: Michael Jordan returned to the NBA in 1995.,
 A: The last episode of Two and a Half Men was the season finale of season 8.,
" A: The song ""Slave to the Rhythm"" was released in 1991.",
" A: The second Fallen movie is called ""Fallen: The Final Conflict"" and it is scheduled to be released in the United States on September 23, 2009.",
 A: There are 7 episodes in season 7.,
 A: Charlie Kenton wins the final fight in Real Steel.,
" A: The Wire Season 5 theme song is called ""The Fall"" and is performed by the band ""The National"".",
 A: He died in Vietnam.,
 A: The throw-off is the start of the game. The throw-off is done by the referee. The throw-off is done by the referee.,
" A: The Washington Redskins are based out of Washington, D.C.",
" A: The Battle of Bull Run started on July 21, 1861.",
 A: The Olympics.,
 A: vishveshwarya institute of engineering and technology greater noida,
 A: Justin Timberlake will be performing at the Super Bowl halftime show.,
 A: New Orleans rock and roll can be identified by what style characteristics?,
" A: The song is called ""Someone to Call My Lover"" and was released in 1993.",
 A: The European Journal of Work and Organizational Psychology is ranked in the top 10% of all psychology journals.,
 A: The Avatar State is a state of mind that allows the user to tap into the power of all the past Avatars.,
 A: The song is called Knocking on Heaven's Door.,
 A: The Four Seasons,
 A: The song is by Mark Lowry.,
" A: The episodes of Avatar: The Last Airbender are: The Boy in the Iceberg, The Avatar Returns, The Southern Air Temple, The Warriors of Kyoshi, The King of Omashu, Imprisoned, The Waterbending Scroll",
" A: The German Shepherd is a breed of dog that originated in Germany. The German Shepherd was originally bred in 1899 by Captain Max von Stephanitz, a German cavalry officer. The German Shepherd was bred to be a working dog, and was used by",
 A: There are two Death Stars in Star Wars. The first one was destroyed by Luke Skywalker in the Battle of Yavin. The second one was destroyed by Lando Calrissian and Wedge Antilles in the Battle of Endor.,
" A: The season finale of Grown-ish airs on March 20, 2018.",
" A: The song ""I Feel It Still"" is by the band Portugal. The Man.",
